lang	word	length	rank	zipf	category
ru	грин	4	9285	4.02	auto_whitelist
ru	ешь	3	9296	4.02	auto_whitelist
ru	живы	4	9299	4.02	auto_whitelist
ru	жкх	3	9300	4.02	auto_whitelist
ru	имен	4	9308	4.02	auto_whitelist
ru	лас	3	9319	4.02	auto_whitelist
ru	мвф	3	9327	4.02	auto_whitelist
ru	наса	4	9335	4.02	auto_whitelist
ru	омск	4	9351	4.02	auto_whitelist
ru	таня	4	9416	4.02	auto_whitelist
ru	улан	4	9427	4.02	auto_whitelist
ru	чо	2	9437	4.02	auto_whitelist
ru	юных	4	9440	4.02	auto_whitelist
ru	яйцо	4	9442	4.02	auto_whitelist
ru	бери	4	9451	4.01	auto_whitelist
ru	ваз	3	9455	4.01	auto_whitelist
ru	едят	4	9489	4.01	auto_whitelist
ru	кол	3	9509	4.01	auto_whitelist
ru	мяча	4	9530	4.01	auto_whitelist
ru	сара	4	9595	4.01	auto_whitelist
ru	сек	3	9596	4.01	auto_whitelist
ru	стою	4	9616	4.01	auto_whitelist
ru	темп	4	9621	4.01	auto_whitelist
ru	типу	4	9623	4.01	auto_whitelist
ru	ун	2	9628	4.01	auto_whitelist
ru	файл	4	9634	4.01	auto_whitelist
ru	хожу	4	9638	4.01	auto_whitelist
ru	хор	3	9639	4.01	auto_whitelist
ru	шума	4	9645	4.01	auto_whitelist
ru	щит	3	9646	4.01	auto_whitelist
ru	энн	3	9649	4.01	auto_whitelist
ru	ал	2	9658	4.0	auto_whitelist
ru	бок	3	9661	4.0	auto_whitelist
ru	гл	2	9677	4.0	auto_whitelist
ru	дачи	4	9683	4.0	auto_whitelist
ru	даю	3	9684	4.0	auto_whitelist
ru	жен	3	9695	4.0	auto_whitelist
ru	иным	4	9702	4.0	auto_whitelist
ru	ищем	4	9706	4.0	auto_whitelist
ru	кс	2	9712	4.0	auto_whitelist
ru	ку	2	9713	4.0	auto_whitelist
ru	люк	3	9720	4.0	auto_whitelist
ru	майя	4	9721	4.0	auto_whitelist
ru	мг	2	9723	4.0	auto_whitelist
ru	миф	3	9727	4.0	auto_whitelist
ru	пк	2	9751	4.0	auto_whitelist
ru	рас	3	9789	4.0	auto_whitelist
ru	саму	4	9795	4.0	auto_whitelist
ru	стар	4	9810	4.0	auto_whitelist
ru	форд	4	9832	4.0	auto_whitelist
ru	хуй	3	9836	4.0	auto_whitelist
ru	эм	2	9841	4.0	auto_whitelist
ru	блог	4	9856	3.99	auto_whitelist
ru	джим	4	9888	3.99	auto_whitelist
ru	ева	3	9892	3.99	auto_whitelist
ru	иг	2	9900	3.99	auto_whitelist
ru	льду	4	9921	3.99	auto_whitelist
ru	марс	4	9924	3.99	auto_whitelist
ru	огне	4	9948	3.99	auto_whitelist
ru	оз	2	9949	3.99	auto_whitelist
ru	пес	3	9967	3.99	auto_whitelist
ru	пули	4	9996	3.99	auto_whitelist
ru	пью	3	9997	3.99	auto_whitelist
ru	скр	3	10013	3.99	auto_whitelist
ru	тасс	4	10028	3.99	auto_whitelist
ru	тетя	4	10033	3.99	auto_whitelist
ru	труб	4	10036	3.99	auto_whitelist
ru	фирм	4	10046	3.99	auto_whitelist
ru	фр	2	10048	3.99	auto_whitelist
ru	чаю	3	10051	3.99	auto_whitelist
ru	ядро	4	10057	3.99	auto_whitelist
ru	ааа	3	10062	3.98	auto_whitelist
ru	аду	3	10064	3.98	auto_whitelist
ru	алла	4	10067	3.98	auto_whitelist
ru	вене	4	10079	3.98	auto_whitelist
ru	град	4	10098	3.98	auto_whitelist
ru	ду	2	10104	3.98	auto_whitelist
ru	женя	4	10106	3.98	auto_whitelist
ru	знай	4	10114	3.98	auto_whitelist
ru	мат	3	10143	3.98	auto_whitelist
ru	очко	4	10169	3.98	auto_whitelist
ru	ржд	3	10197	3.98	auto_whitelist
ru	рт	2	10200	3.98	auto_whitelist
ru	сном	4	10209	3.98	auto_whitelist
ru	соня	4	10213	3.98	auto_whitelist
ru	суды	4	10222	3.98	auto_whitelist
ru	ушло	4	10238	3.98	auto_whitelist
ru	ао	2	10258	3.97	auto_whitelist
ru	ба	2	10261	3.97	auto_whitelist
ru	беды	4	10263	3.97	auto_whitelist
ru	вены	4	10269	3.97	auto_whitelist
ru	гост	4	10288	3.97	auto_whitelist
ru	губ	3	10290	3.97	auto_whitelist
ru	дона	4	10297	3.97	auto_whitelist
ru	коня	4	10321	3.97	auto_whitelist
ru	кота	4	10323	3.97	auto_whitelist
ru	лечь	4	10326	3.97	auto_whitelist
ru	лю	2	10328	3.97	auto_whitelist
ru	мощь	4	10337	3.97	auto_whitelist
ru	мыши	4	10339	3.97	auto_whitelist
ru	печь	4	10365	3.97	auto_whitelist
ru	поют	4	10380	3.97	auto_whitelist
ru	рима	4	10408	3.97	auto_whitelist
ru	цепь	4	10449	3.97	auto_whitelist
ru	ас	2	10466	3.96	auto_whitelist
ru	бил	3	10468	3.96	auto_whitelist
ru	гроб	4	10487	3.96	auto_whitelist
ru	дань	4	10490	3.96	auto_whitelist
ru	духи	4	10501	3.96	auto_whitelist
ru	едой	4	10503	3.96	auto_whitelist
ru	жива	4	10505	3.96	auto_whitelist
ru	ив	2	10512	3.96	auto_whitelist
ru	огни	4	10559	3.96	auto_whitelist
ru	пел	3	10575	3.96	auto_whitelist
ru	пляж	4	10582	3.96	auto_whitelist
ru	роты	4	10625	3.96	auto_whitelist
ru	суши	4	10649	3.96	auto_whitelist
ru	трон	4	10653	3.96	auto_whitelist
ru	тьмы	4	10654	3.96	auto_whitelist
ru	упор	4	10656	3.96	auto_whitelist
ru	хосе	4	10665	3.96	auto_whitelist
ru	чье	3	10669	3.96	auto_whitelist
ru	шок	3	10670	3.96	auto_whitelist
ru	энд	3	10672	3.96	auto_whitelist
ru	яд	2	10673	3.96	auto_whitelist
ru	алло	4	10678	3.95	auto_whitelist
ru	алма	4	10679	3.95	auto_whitelist
ru	баз	3	10682	3.95	auto_whitelist
ru	бу	2	10689	3.95	auto_whitelist
ru	ввод	4	10694	3.95	auto_whitelist
ru	вест	4	10698	3.95	auto_whitelist
ru	взяв	4	10699	3.95	auto_whitelist
ru	волн	4	10704	3.95	auto_whitelist
ru	думе	4	10729	3.95	auto_whitelist
ru	ист	3	10754	3.95	auto_whitelist
ru	квт	3	10760	3.95	auto_whitelist
ru	кон	3	10762	3.95	auto_whitelist
ru	мышц	4	10778	3.95	auto_whitelist
ru	носу	4	10794	3.95	auto_whitelist
ru	оу	2	10806	3.95	auto_whitelist
ru	пас	3	10812	3.95	auto_whitelist
ru	пили	4	10816	3.95	auto_whitelist
ru	пред	4	10834	3.95	auto_whitelist
ru	риге	4	10864	3.95	auto_whitelist
ru	роду	4	10866	3.95	auto_whitelist
ru	роды	4	10867	3.95	auto_whitelist
ru	сорт	4	10880	3.95	auto_whitelist
ru	учит	4	10898	3.95	auto_whitelist
ru	воз	3	10934	3.94	auto_whitelist
ru	док	3	10954	3.94	auto_whitelist
ru	жопу	4	10964	3.94	auto_whitelist
ru	змей	4	10970	3.94	auto_whitelist
ru	купе	4	10990	3.94	auto_whitelist
ru	лео	3	10993	3.94	auto_whitelist
ru	мышь	4	11005	3.94	auto_whitelist
ru	папе	4	11028	3.94	auto_whitelist
ru	печи	4	11032	3.94	auto_whitelist
ru	плод	4	11033	3.94	auto_whitelist
ru	пьер	4	11068	3.94	auto_whitelist
ru	роз	3	11082	3.94	auto_whitelist
ru	сока	4	11093	3.94	auto_whitelist
ru	спят	4	11101	3.94	auto_whitelist
ru	тель	4	11115	3.94	auto_whitelist
ru	узел	4	11124	3.94	auto_whitelist
ru	умом	4	11127	3.94	auto_whitelist
ru	уфе	3	11132	3.94	auto_whitelist
ru	югу	3	11146	3.94	auto_whitelist
ru	юный	4	11147	3.94	auto_whitelist
ru	аа	2	11154	3.93	auto_whitelist
ru	анб	3	11156	3.93	auto_whitelist
ru	атак	4	11158	3.93	auto_whitelist
ru	бла	3	11162	3.93	auto_whitelist
ru	бьют	4	11171	3.93	auto_whitelist
ru	ви	2	11175	3.93	auto_whitelist
ru	глеб	4	11184	3.93	auto_whitelist
ru	луну	4	11232	3.93	auto_whitelist
ru	миша	4	11242	3.93	auto_whitelist
ru	мун	3	11245	3.93	auto_whitelist
ru	проф	4	11306	3.93	auto_whitelist
ru	раб	3	11312	3.93	auto_whitelist
ru	росс	4	11322	3.93	auto_whitelist
ru	рэй	3	11323	3.93	auto_whitelist
ru	са	2	11324	3.93	auto_whitelist
ru	сего	4	11330	3.93	auto_whitelist
ru	снят	4	11337	3.93	auto_whitelist
ru	хаос	4	11365	3.93	auto_whitelist
ru	шире	4	11373	3.93	auto_whitelist
ru	юлии	4	11377	3.93	auto_whitelist
ru	видя	4	11401	3.92	auto_whitelist
ru	даче	4	11420	3.92	auto_whitelist
ru	змея	4	11435	3.92	auto_whitelist
ru	кода	4	11449	3.92	auto_whitelist
ru	коже	4	11450	3.92	auto_whitelist
ru	морю	4	11468	3.92	auto_whitelist
ru	мур	3	11472	3.92	auto_whitelist
ru	пл	2	11502	3.92	auto_whitelist
ru	пыли	4	11523	3.92	auto_whitelist
ru	риса	4	11538	3.92	auto_whitelist
ru	сет	3	11545	3.92	auto_whitelist
ru	съел	4	11567	3.92	auto_whitelist
ru	уйду	4	11582	3.92	auto_whitelist
ru	фас	3	11589	3.92	auto_whitelist
ru	фиг	3	11590	3.92	auto_whitelist
ru	цирк	4	11596	3.92	auto_whitelist
ru	чен	3	11597	3.92	auto_whitelist
ru	шеи	3	11601	3.92	auto_whitelist
ru	абу	3	11609	3.91	auto_whitelist
ru	бегу	4	11614	3.91	auto_whitelist
ru	брюс	4	11623	3.91	auto_whitelist
ru	вднх	4	11624	3.91	auto_whitelist
ru	вич	3	11633	3.91	auto_whitelist
ru	дева	4	11654	3.91	auto_whitelist
ru	дер	3	11655	3.91	auto_whitelist
ru	зуб	3	11676	3.91	auto_whitelist
ru	ик	2	11681	3.91	auto_whitelist
ru	икс	3	11682	3.91	auto_whitelist
ru	лгбт	4	11698	3.91	auto_whitelist
ru	луне	4	11704	3.91	auto_whitelist
ru	мок	3	11709	3.91	auto_whitelist
ru	мощи	4	11711	3.91	auto_whitelist
ru	нить	4	11725	3.91	auto_whitelist
ru	плащ	4	11749	3.91	auto_whitelist
ru	пос	3	11765	3.91	auto_whitelist
ru	ср	2	11816	3.91	auto_whitelist
ru	стих	4	11820	3.91	auto_whitelist
ru	телу	4	11829	3.91	auto_whitelist
ru	угла	4	11833	3.91	auto_whitelist
ru	усы	3	11838	3.91	auto_whitelist
ru	хе	2	11842	3.91	auto_whitelist
ru	ши	2	11850	3.91	auto_whitelist
ru	юн	2	11855	3.91	auto_whitelist
ru	бал	3	11866	3.9	auto_whitelist
ru	бета	4	11869	3.9	auto_whitelist
ru	бич	3	11870	3.9	auto_whitelist
ru	бокс	4	11872	3.9	auto_whitelist
ru	внес	4	11883	3.9	auto_whitelist
ru	грн	3	11897	3.9	auto_whitelist
ru	жара	4	11912	3.9	auto_whitelist
ru	кадр	4	11937	3.9	auto_whitelist
ru	ники	4	11971	3.9	auto_whitelist
ru	ново	4	11972	3.9	auto_whitelist
ru	ноге	4	11973	3.9	auto_whitelist
ru	поль	4	12003	3.9	auto_whitelist
ru	пьет	4	12018	3.9	auto_whitelist
ru	ре	2	12023	3.9	auto_whitelist
ru	рога	4	12028	3.9	auto_whitelist
ru	трем	4	12052	3.9	auto_whitelist
ru	учил	4	12063	3.9	auto_whitelist
ru	хаус	4	12068	3.9	auto_whitelist
ru	цех	3	12072	3.9	auto_whitelist
ru	чин	3	12073	3.9	auto_whitelist
ru	чушь	4	12075	3.9	auto_whitelist
ru	шоке	4	12076	3.9	auto_whitelist
ru	бег	3	12103	3.89	auto_whitelist
ru	буря	4	12109	3.89	auto_whitelist
ru	ввел	4	12110	3.89	auto_whitelist
ru	верь	4	12115	3.89	auto_whitelist
ru	вуза	4	12126	3.89	auto_whitelist
ru	дель	4	12139	3.89	auto_whitelist
ru	дэн	3	12146	3.89	auto_whitelist
ru	живо	4	12148	3.89	auto_whitelist
ru	зад	3	12151	3.89	auto_whitelist
ru	заря	4	12155	3.89	auto_whitelist
ru	коль	4	12168	3.89	auto_whitelist
ru	кр	2	12172	3.89	auto_whitelist
ru	нил	3	12200	3.89	auto_whitelist
ru	нквд	4	12201	3.89	auto_whitelist
ru	оаэ	3	12202	3.89	auto_whitelist
ru	папу	4	12219	3.89	auto_whitelist
ru	рбк	3	12270	3.89	auto_whitelist
ru	рики	4	12273	3.89	auto_whitelist
ru	сизо	4	12284	3.89	auto_whitelist
ru	спец	4	12301	3.89	auto_whitelist
ru	спи	3	12302	3.89	auto_whitelist
ru	шины	4	12339	3.89	auto_whitelist
ru	шкаф	4	12340	3.89	auto_whitelist
ru	ар	2	12351	3.88	auto_whitelist
ru	били	4	12358	3.88	auto_whitelist
ru	бум	3	12365	3.88	auto_whitelist
ru	вики	4	12374	3.88	auto_whitelist
ru	гд	2	12387	3.88	auto_whitelist
ru	гром	4	12392	3.88	auto_whitelist
ru	жест	4	12404	3.88	auto_whitelist
ru	перу	4	12485	3.88	auto_whitelist
ru	рпц	3	12531	3.88	auto_whitelist
ru	рту	3	12532	3.88	auto_whitelist
ru	скот	4	12539	3.88	auto_whitelist
ru	чьей	4	12589	3.88	auto_whitelist
ru	эдди	4	12591	3.88	auto_whitelist
ru	баре	4	12604	3.87	auto_whitelist
ru	вере	4	12617	3.87	auto_whitelist
ru	внук	4	12623	3.87	auto_whitelist
ru	гб	2	12636	3.87	auto_whitelist
ru	джи	3	12646	3.87	auto_whitelist
ru	дыма	4	12655	3.87	auto_whitelist
ru	ис	2	12679	3.87	auto_whitelist
ru	кубы	4	12687	3.87	auto_whitelist
ru	ль	2	12695	3.87	auto_whitelist
ru	метр	4	12702	3.87	auto_whitelist
ru	мод	3	12704	3.87	auto_whitelist
ru	пал	3	12736	3.87	auto_whitelist
ru	прах	4	12755	3.87	auto_whitelist
ru	пьют	4	12770	3.87	auto_whitelist
ru	сост	4	12799	3.87	auto_whitelist
ru	сыра	4	12806	3.87	auto_whitelist
ru	тс	2	12814	3.87	auto_whitelist
ru	тьма	4	12816	3.87	auto_whitelist
ru	хк	2	12831	3.87	auto_whitelist
ru	ху	2	12833	3.87	auto_whitelist
ru	шлем	4	12840	3.87	auto_whitelist
ru	яков	4	12846	3.87	auto_whitelist
ru	ам	2	12851	3.86	auto_whitelist
ru	голы	4	12874	3.86	auto_whitelist
ru	джаз	4	12878	3.86	auto_whitelist
ru	дю	2	12886	3.86	auto_whitelist
ru	лдпр	4	12922	3.86	auto_whitelist
ru	лучи	4	12929	3.86	auto_whitelist
ru	меди	4	12936	3.86	auto_whitelist
ru	меча	4	12939	3.86	auto_whitelist
ru	овец	4	12965	3.86	auto_whitelist
ru	пап	3	12982	3.86	auto_whitelist
ru	паук	4	12984	3.86	auto_whitelist
ru	пуля	4	13035	3.86	auto_whitelist
ru	пьян	4	13039	3.86	auto_whitelist
ru	рн	2	13046	3.86	auto_whitelist
ru	сели	4	13049	3.86	auto_whitelist
ru	снов	4	13052	3.86	auto_whitelist
ru	соус	4	13062	3.86	auto_whitelist
ru	тэц	3	13084	3.86	auto_whitelist
ru	уфы	3	13092	3.86	auto_whitelist
ru	хуан	4	13100	3.86	auto_whitelist
ru	шин	3	13108	3.86	auto_whitelist
ru	шучу	4	13109	3.86	auto_whitelist
ru	эд	2	13110	3.86	auto_whitelist
ru	эры	3	13113	3.86	auto_whitelist
ru	быта	4	13134	3.85	auto_whitelist
ru	вал	3	13135	3.85	auto_whitelist
ru	геев	4	13159	3.85	auto_whitelist
ru	дина	4	13170	3.85	auto_whitelist
ru	дуэт	4	13175	3.85	auto_whitelist
ru	жар	3	13178	3.85	auto_whitelist
ru	игил	4	13192	3.85	auto_whitelist
ru	купи	4	13212	3.85	auto_whitelist
ru	ло	2	13217	3.85	auto_whitelist
ru	мп	2	13228	3.85	auto_whitelist
ru	мс	2	13229	3.85	auto_whitelist
ru	нико	4	13236	3.85	auto_whitelist
ru	оо	2	13246	3.85	auto_whitelist
ru	отцы	4	13252	3.85	auto_whitelist
ru	пп	2	13281	3.85	auto_whitelist
ru	рене	4	13296	3.85	auto_whitelist
ru	слоя	4	13316	3.85	auto_whitelist
ru	тише	4	13341	3.85	auto_whitelist
ru	фан	3	13351	3.85	auto_whitelist
ru	эмма	4	13364	3.85	auto_whitelist
ru	азия	4	13371	3.84	auto_whitelist
ru	аня	3	13375	3.84	auto_whitelist
ru	бабы	4	13378	3.84	auto_whitelist
ru	беги	4	13381	3.84	auto_whitelist
ru	ваня	4	13395	3.84	auto_whitelist
ru	вин	3	13403	3.84	auto_whitelist
ru	жира	4	13433	3.84	auto_whitelist
ru	ильи	4	13448	3.84	auto_whitelist
ru	ит	2	13451	3.84	auto_whitelist
ru	кан	3	13453	3.84	auto_whitelist
ru	куб	3	13474	3.84	auto_whitelist
ru	лиам	4	13476	3.84	auto_whitelist
ru	лит	3	13477	3.84	auto_whitelist
ru	лифт	4	13478	3.84	auto_whitelist
ru	ной	3	13508	3.84	auto_whitelist
ru	орел	4	13530	3.84	auto_whitelist
ru	пели	4	13541	3.84	auto_whitelist
ru	пила	4	13546	3.84	auto_whitelist
ru	пит	3	13547	3.84	auto_whitelist
ru	рома	4	13592	3.84	auto_whitelist
ru	сбит	4	13594	3.84	auto_whitelist
ru	софи	4	13611	3.84	auto_whitelist
ru	укр	3	13643	3.84	auto_whitelist
ru	учат	4	13650	3.84	auto_whitelist
ru	ушей	4	13652	3.84	auto_whitelist
ru	фазы	4	13653	3.84	auto_whitelist
ru	фил	3	13655	3.84	auto_whitelist
ru	холл	4	13659	3.84	auto_whitelist
ru	хью	3	13661	3.84	auto_whitelist
ru	чак	3	13663	3.84	auto_whitelist
ru	яму	3	13672	3.84	auto_whitelist
ru	блюд	4	13693	3.83	auto_whitelist
ru	веду	4	13700	3.83	auto_whitelist
ru	гаи	3	13716	3.83	auto_whitelist
ru	дав	3	13722	3.83	auto_whitelist
ru	дк	2	13725	3.83	auto_whitelist
ru	дыры	4	13734	3.83	auto_whitelist
ru	живи	4	13737	3.83	auto_whitelist
ru	зам	3	13742	3.83	auto_whitelist
ru	ирак	4	13751	3.83	auto_whitelist
ru	коды	4	13764	3.83	auto_whitelist
ru	кэти	4	13776	3.83	auto_whitelist
ru	леон	4	13783	3.83	auto_whitelist
ru	панк	4	13824	3.83	auto_whitelist
ru	пей	3	13826	3.83	auto_whitelist
ru	рено	4	13884	3.83	auto_whitelist
ru	сер	3	13895	3.83	auto_whitelist
ru	схем	4	13920	3.83	auto_whitelist
ru	туры	4	13929	3.83	auto_whitelist
ru	чп	2	13939	3.83	auto_whitelist
ru	шага	4	13941	3.83	auto_whitelist
ru	шон	3	13943	3.83	auto_whitelist
ru	юные	4	13948	3.83	auto_whitelist
ru	юра	3	13949	3.83	auto_whitelist
ru	ау	2	13961	3.82	auto_whitelist
ru	бсср	4	13966	3.82	auto_whitelist
ru	ела	3	14014	3.82	auto_whitelist
ru	змеи	4	14024	3.82	auto_whitelist
ru	исп	3	14033	3.82	auto_whitelist
ru	мифы	4	14062	3.82	auto_whitelist
ru	ндс	3	14083	3.82	auto_whitelist
ru	ото	3	14107	3.82	auto_whitelist
ru	пища	4	14120	3.82	auto_whitelist
ru	рабы	4	14157	3.82	auto_whitelist
ru	рфпл	4	14171	3.82	auto_whitelist
ru	рэп	3	14172	3.82	auto_whitelist
ru	сл	2	14190	3.82	auto_whitelist
ru	тигр	4	14211	3.82	auto_whitelist
ru	тор	3	14214	3.82	auto_whitelist
ru	тылу	4	14218	3.82	auto_whitelist
ru	цифр	4	14247	3.82	auto_whitelist
ru	часу	4	14249	3.82	auto_whitelist
ru	ь	1	14254	3.82	auto_whitelist
ru	як	2	14258	3.82	auto_whitelist
ru	авт	3	14267	3.81	auto_whitelist
ru	бунт	4	14290	3.81	auto_whitelist
ru	всея	4	14303	3.81	auto_whitelist
ru	вуз	3	14304	3.81	auto_whitelist
ru	дима	4	14323	3.81	auto_whitelist
ru	ищи	3	14357	3.81	auto_whitelist
ru	кира	4	14360	3.81	auto_whitelist
ru	лбу	3	14369	3.81	auto_whitelist
ru	мес	3	14378	3.81	auto_whitelist
ru	мэтт	4	14387	3.81	auto_whitelist
ru	пела	4	14413	3.81	auto_whitelist
ru	рая	3	14448	3.81	auto_whitelist
ru	рига	4	14451	3.81	auto_whitelist
ru	стой	4	14480	3.81	auto_whitelist
ru	стук	4	14488	3.81	auto_whitelist
ru	уч	2	14504	3.81	auto_whitelist
ru	янг	3	14530	3.81	auto_whitelist
ru	ген	3	14562	3.8	auto_whitelist
ru	депо	4	14576	3.8	auto_whitelist
ru	злые	4	14596	3.8	auto_whitelist
ru	кубе	4	14623	3.8	auto_whitelist
ru	курт	4	14625	3.8	auto_whitelist
ru	лада	4	14626	3.8	auto_whitelist
ru	лету	4	14628	3.8	auto_whitelist
ru	муз	3	14646	3.8	auto_whitelist
ru	мэй	3	14647	3.8	auto_whitelist
ru	ноты	4	14656	3.8	auto_whitelist
ru	ое	2	14664	3.8	auto_whitelist
ru	пс	2	14726	3.8	auto_whitelist
ru	раде	4	14727	3.8	auto_whitelist
ru	расы	4	14734	3.8	auto_whitelist
ru	рей	3	14735	3.8	auto_whitelist
ru	руды	4	14743	3.8	auto_whitelist
ru	руля	4	14744	3.8	auto_whitelist
ru	сиди	4	14750	3.8	auto_whitelist
ru	уайт	4	14787	3.8	auto_whitelist
ru	узла	4	14790	3.8	auto_whitelist
ru	фаза	4	14795	3.8	auto_whitelist
ru	хилл	4	14802	3.8	auto_whitelist
ru	ярче	4	14821	3.8	auto_whitelist
ru	апк	3	14831	3.79	auto_whitelist
ru	ая	2	14834	3.79	auto_whitelist
ru	бело	4	14835	3.79	auto_whitelist
ru	быт	3	14839	3.79	auto_whitelist
ru	герб	4	14861	3.79	auto_whitelist
ru	грей	4	14865	3.79	auto_whitelist
ru	дпс	3	14880	3.79	auto_whitelist
ru	духу	4	14882	3.79	auto_whitelist
ru	жару	4	14887	3.79	auto_whitelist
ru	иа	2	14906	3.79	auto_whitelist
ru	крем	4	14928	3.79	auto_whitelist
ru	крыс	4	14932	3.79	auto_whitelist
ru	куба	4	14933	3.79	auto_whitelist
ru	лапы	4	14938	3.79	auto_whitelist
ru	меж	3	14947	3.79	auto_whitelist
ru	рита	4	15047	3.79	auto_whitelist
ru	ро	2	15048	3.79	auto_whitelist
ru	удэ	3	15093	3.79	auto_whitelist
ru	хора	4	15105	3.79	auto_whitelist
ru	эми	3	15114	3.79	auto_whitelist
ru	ата	3	15125	3.78	auto_whitelist
ru	беде	4	15129	3.78	auto_whitelist
ru	веки	4	15137	3.78	auto_whitelist
ru	вто	3	15146	3.78	auto_whitelist
ru	горя	4	15155	3.78	auto_whitelist
ru	дачу	4	15159	3.78	auto_whitelist
ru	дико	4	15161	3.78	auto_whitelist
ru	злая	4	15176	3.78	auto_whitelist
ru	коне	4	15195	3.78	auto_whitelist
ru	маяк	4	15210	3.78	auto_whitelist
ru	науч	4	15231	3.78	auto_whitelist
ru	псж	3	15305	3.78	auto_whitelist
ru	стан	4	15341	3.78	auto_whitelist
ru	тай	3	15352	3.78	auto_whitelist
ru	тт	2	15363	3.78	auto_whitelist
ru	убью	4	15364	3.78	auto_whitelist
ru	умел	4	15371	3.78	auto_whitelist
ru	форт	4	15381	3.78	auto_whitelist
ru	шах	3	15395	3.78	auto_whitelist
ru	барс	4	15421	3.77	auto_whitelist
ru	боба	4	15427	3.77	auto_whitelist
ru	бор	3	15430	3.77	auto_whitelist
ru	босс	4	15431	3.77	auto_whitelist
ru	визы	4	15437	3.77	auto_whitelist
ru	залы	4	15487	3.77	auto_whitelist
ru	лег	3	15522	3.77	auto_whitelist
ru	люси	4	15525	3.77	auto_whitelist
ru	мвт	3	15531	3.77	auto_whitelist
ru	мухи	4	15539	3.77	auto_whitelist
ru	надя	4	15541	3.77	auto_whitelist
ru	нулю	4	15556	3.77	auto_whitelist
ru	ор	2	15568	3.77	auto_whitelist
ru	отто	4	15578	3.77	auto_whitelist
ru	рен	3	15636	3.77	auto_whitelist
ru	ром	3	15641	3.77	auto_whitelist
ru	сим	3	15654	3.77	auto_whitelist
ru	уеду	4	15707	3.77	auto_whitelist
ru	хер	3	15717	3.77	auto_whitelist
ru	чс	2	15721	3.77	auto_whitelist
ru	чью	3	15722	3.77	auto_whitelist
ru	анжи	4	15737	3.76	auto_whitelist
ru	бит	3	15749	3.76	auto_whitelist
ru	вали	4	15756	3.76	auto_whitelist
ru	воры	4	15761	3.76	auto_whitelist
ru	вузы	4	15765	3.76	auto_whitelist
ru	газы	4	15769	3.76	auto_whitelist
ru	гай	3	15770	3.76	auto_whitelist
ru	даны	4	15781	3.76	auto_whitelist
ru	дача	4	15782	3.76	auto_whitelist
ru	еде	3	15788	3.76	auto_whitelist
ru	жозе	4	15790	3.76	auto_whitelist
ru	зак	3	15795	3.76	auto_whitelist
ru	звон	4	15803	3.76	auto_whitelist
ru	инна	4	15811	3.76	auto_whitelist
ru	кипр	4	15826	3.76	auto_whitelist
ru	кук	3	15840	3.76	auto_whitelist
ru	ланч	4	15843	3.76	auto_whitelist
ru	нп	2	15887	3.76	auto_whitelist
ru	окне	4	15902	3.76	auto_whitelist
ru	пса	3	15952	3.76	auto_whitelist
ru	райт	4	15956	3.76	auto_whitelist
ru	ркп	3	15963	3.76	auto_whitelist
ru	рота	4	15964	3.76	auto_whitelist
ru	сцен	4	16000	3.76	auto_whitelist
ru	хоп	3	16035	3.76	auto_whitelist
ru	ый	2	16043	3.76	auto_whitelist
ru	бак	3	16060	3.75	auto_whitelist
ru	вася	4	16066	3.75	auto_whitelist
ru	ввоз	4	16067	3.75	auto_whitelist
ru	вт	2	16087	3.75	auto_whitelist
ru	гари	4	16097	3.75	auto_whitelist
ru	даль	4	16106	3.75	auto_whitelist
ru	кб	2	16144	3.75	auto_whitelist
ru	коля	4	16152	3.75	auto_whitelist
ru	корм	4	16155	3.75	auto_whitelist
ru	кпк	3	16157	3.75	auto_whitelist
ru	лили	4	16164	3.75	auto_whitelist
ru	мода	4	16168	3.75	auto_whitelist
ru	моде	4	16169	3.75	auto_whitelist
ru	одет	4	16193	3.75	auto_whitelist
ru	пдд	3	16205	3.75	auto_whitelist
ru	пен	3	16207	3.75	auto_whitelist
ru	полы	4	16225	3.75	auto_whitelist
ru	поры	4	16230	3.75	auto_whitelist
ru	рп	2	16269	3.75	auto_whitelist
ru	рфс	3	16271	3.75	auto_whitelist
ru	сбой	4	16275	3.75	auto_whitelist
ru	спад	4	16293	3.75	auto_whitelist
ru	суше	4	16302	3.75	auto_whitelist
ru	физ	3	16328	3.75	auto_whitelist
ru	хи	2	16329	3.75	auto_whitelist
ru	чи	2	16336	3.75	auto_whitelist
ru	эссе	4	16345	3.75	auto_whitelist
ru	бани	4	16363	3.74	auto_whitelist
ru	бомб	4	16375	3.74	auto_whitelist
ru	джош	4	16425	3.74	auto_whitelist
ru	ер	2	16433	3.74	auto_whitelist
ru	жак	3	16435	3.74	auto_whitelist
ru	зав	3	16441	3.74	auto_whitelist
ru	ином	4	16460	3.74	auto_whitelist
ru	коли	4	16475	3.74	auto_whitelist
ru	коры	4	16481	3.74	auto_whitelist
ru	мао	3	16491	3.74	auto_whitelist
ru	ножа	4	16516	3.74	auto_whitelist
ru	нпо	3	16517	3.74	auto_whitelist
ru	оби	3	16519	3.74	auto_whitelist
ru	ока	3	16522	3.74	auto_whitelist
ru	орла	4	16529	3.74	auto_whitelist
ru	раю	3	16601	3.74	auto_whitelist
ru	рико	4	16607	3.74	auto_whitelist
ru	ринг	4	16608	3.74	auto_whitelist
ru	рог	3	16611	3.74	auto_whitelist
